,attributeID,cluster,tier2
2706,2706,27,abbeys
2707,2707,4,abraham
2708,2708,18,abstraction
2709,2709,12,acanthus
2710,2710,0,achilles
2711,2711,8,acorns
2712,2712,14,acrobats
2713,2713,14,actors
2714,2714,14,actresses
2715,2715,4,adam
2716,2716,12,admirals
2717,2717,0,adonis
2718,2718,9,adoration of the magi
2719,2719,9,adoration of the shepherds
2720,2720,3,ajax
2721,2721,9,alexander the great
2722,2722,6,allegory
2723,2723,15,altars
2724,2724,7,amazons
2725,2725,22,american civil war
2726,2726,22,american revolution
2727,2727,12,amphitheatres
2728,2728,15,amulets
2729,2729,1,amun
2730,2730,2,angels
2731,2731,9,anger
2732,2732,11,animals
2733,2733,1,ankh
2734,2734,23,anklet
2735,2735,6,annunciation
2736,2736,0,aphrodite
2737,2737,6,apocalypse
2738,2738,0,apollo
2739,2739,6,apostles
2740,2740,8,apples
2741,2741,3,arabic
2742,2742,4,archangel gabriel
2743,2743,27,arches
2744,2744,24,architects
2745,2745,18,architecture
2746,2746,0,ariadne
2747,2747,17,armor
2748,2748,9,arms
2749,2749,22,army
2750,2750,15,arrowheads
2751,2751,15,arrows
2752,2752,0,artemis
2753,2753,14,artists
2754,2754,9,assumption of the virgin
2755,2755,21,astronomy
2756,2756,0,athena
2757,2757,5,athletes
2758,2758,16,autumn
2760,2760,15,axes
2761,2761,0,bacchus
2762,2762,17,badges
2763,2763,26,bagpipes
2764,2764,25,balconies
2765,2765,14,ballet
2766,2766,13,bamboo
2767,2767,26,banners
2768,2768,6,baptism of christ
2769,2769,15,baptismal fonts
2770,2770,11,barns
2771,2771,28,barrels
2772,2772,18,baseball
2773,2773,27,basins
2774,2774,13,baskets
2775,2775,17,bathing
2776,2776,1,bathsheba
2777,2777,10,bats
2778,2778,22,battles
2779,2779,27,beaches
2780,2780,23,beads
2781,2781,29,beakers
2782,2782,9,bearing the cross
2783,2783,7,bears
2784,2784,25,bedrooms
2785,2785,25,beds
2786,2786,10,bees
2787,2787,25,benches
2788,2788,4,benjamin franklin
2789,2789,2,bes
2790,2790,4,bible
2791,2791,28,bicycles
2792,2792,25,billiards
2793,2793,10,birds
2794,2794,19,bishops
2795,2795,7,boars
2796,2796,28,boats
2797,2797,20,bobbins
2798,2798,12,bodhisattvas
2799,2799,9,bodies of water
2800,2800,18,books
2801,2801,17,boots
2802,2802,13,bottles
2803,2803,9,bow and arrow
2804,2804,29,bowls
2805,2805,25,boxes
2806,2806,14,boxing
2807,2807,5,boys
2808,2808,23,bracelets
2809,2809,27,bridges
2810,2810,23,brooches
2811,2811,3,buddha
2812,2812,3,buddhism
2813,2813,7,buffalos
2814,2814,24,buildings
2815,2815,11,bulls
2816,2816,19,burial grounds
2817,2817,19,burials
2818,2818,10,butterflies
2819,2819,25,cabinets
2820,2820,18,calendars
2821,2821,3,calligraphy
2822,2822,7,camels
2823,2823,23,cameos
2824,2824,24,camps
2825,2825,27,canals
2826,2826,26,candelabra
2827,2827,26,candles
2828,2828,29,candlesticks
2829,2829,21,cannons
2830,2830,27,capitals
2831,2831,14,caricature
2832,2832,28,carriages
2833,2833,12,cartouches
2834,2834,28,carts
2835,2835,12,caryatids
2836,2836,27,castles
2837,2837,27,cathedrals
2838,2838,11,cats
2839,2839,29,cauldrons
2840,2840,27,caves
2841,2841,25,ceilings
2843,2843,12,centaurs
2844,2844,15,ceremonial objects
2845,2845,16,ceremony
2846,2846,0,ceres
2847,2847,25,chairs
2848,2848,29,chalices
2849,2849,23,chandelier
2850,2850,19,chapels
2851,2851,12,chariots
2852,2852,18,chemistry
2853,2853,8,cherries
2854,2854,18,chess
2855,2855,25,chests
2856,2856,11,chickens
2857,2857,5,children
2858,2858,12,chinoiserie
2859,2859,4,christ
2860,2860,2,christmas
2861,2861,4,christopher columbus
2862,2862,24,churches
2863,2863,14,circus
2864,2864,24,cities
2865,2865,0,cleopatra
2866,2866,25,clocks
2867,2867,12,cloisters
2868,2868,16,clouds
2869,2869,9,coat of arms
2870,2870,29,coffeepots
2871,2871,19,coffins
2872,2872,15,coins
2873,2873,15,columns
2874,2874,14,concerts
2875,2875,6,contemplation
2876,2876,13,cooking
2877,2877,13,cooking containers
2878,2878,3,coptic
2879,2879,13,corn
2880,2880,8,cornucopia
2881,2881,9,coronation of the virgin
2882,2882,19,corpses
2883,2883,18,correspondence
2884,2884,13,cosmetic containers
2885,2885,18,cosmetic tools
2886,2886,17,costumes
2887,2887,25,couches
2888,2888,5,couples
2889,2889,27,courtyards
2890,2890,11,cows
2891,2891,10,crabs
2892,2892,20,cradles
2893,2893,28,cranes
2894,2894,10,crayfish
2895,2895,7,crocodiles
2896,2896,9,cross
2897,2897,9,crowd
2898,2898,23,crowns
2899,2899,6,crucifixion
2900,2900,15,cuneiform
2901,2901,2,cupid
2902,2902,13,cups
2903,2903,25,curtains
2904,2904,17,daggers
2905,2905,9,daily life
2906,2906,8,daisies
2907,2907,14,dance
2908,2908,14,dancers
2909,2909,14,dancing
2910,2910,1,daoism
2911,2911,4,david
2912,2912,16,dawn
2913,2913,22,death
2914,2914,11,deer
2915,2915,15,deities
2916,2916,9,demons
2917,2917,12,demotic
2918,2918,9,descent from the cross
2919,2919,27,deserts
2920,2920,25,desks
2921,2921,2,devil
2922,2922,12,diadems
2923,2923,2,diana
2924,2924,2,dice
2925,2925,25,dining
2926,2926,25,dining rooms
2927,2927,0,dionysus
2928,2928,13,dishes
2929,2929,28,docks
2930,2930,5,doctors
2931,2931,18,documents
2932,2932,11,dogs
2933,2933,17,dolls
2934,2934,7,dolphins
2935,2935,4,don quixote
2936,2936,11,donkeys
2937,2937,25,doors
2938,2938,25,doorways
2939,2939,10,doves
2940,2940,10,dragonflies
2941,2941,10,dragons
2942,2942,18,drawing
2943,2943,17,dresses
2944,2944,13,dressing
2945,2945,13,drinking
2946,2946,13,drinking glasses
2947,2947,13,drinking vessels
2948,2948,26,drums
2949,2949,6,drunkenness
2950,2950,10,ducks
2951,2951,1,durga
2952,2952,10,eagles
2953,2953,23,earrings
2954,2954,13,eating
2955,2955,13,egg and dart
2956,2956,8,eggplants
2957,2957,13,eggs
2958,2958,22,elections
2959,2959,7,elephants
2960,2960,15,emblems
2961,2961,4,emperor augustus
2962,2962,19,emperors
2963,2963,19,entombment
2964,2964,2,eos
2965,2965,2,eros
2966,2966,4,esther
2967,2967,0,europa
2968,2968,16,eve
2969,2969,16,evening
2970,2970,29,ewers
2971,2971,22,execution
2972,2972,9,eyes
2973,2973,9,faces
2974,2974,24,factories
2975,2975,10,fairies
2976,2976,10,falcons
2977,2977,5,family
2978,2978,9,fans
2979,2979,11,farmers
2980,2980,11,farms
2981,2981,17,fashion
2982,2982,5,fathers
2983,2983,12,fauns
2984,2984,9,fear
2985,2985,10,feathers
2986,2986,9,feet
2987,2987,5,female nudes
2988,2988,16,fire
2989,2989,22,firearms
2990,2990,25,fireplaces
2991,2991,16,fires
2992,2992,16,fireworks
2993,2993,13,fish
2994,2994,28,fishing
2995,2995,15,flags
2996,2996,16,flight into egypt
2997,2997,8,flowers
2998,2998,26,flutes
2999,2999,12,fluting
3000,3000,13,food
3001,3001,17,footwear
3002,3002,27,forests
3003,3003,27,fortification
3004,3004,27,fountains
3005,3005,7,foxes
3006,3006,10,frogs
3007,3007,13,fruit
3008,3008,19,funerals
3009,3009,15,funerary objects
3010,3010,25,furniture
3012,3012,18,gambling
3013,3013,18,games
3016,3016,8,gardeners
3017,3017,27,gardens
3018,3018,26,garlands
3019,3019,28,gates
3020,3020,10,geese
3021,3021,22,generals
3022,3022,14,genre scene
3023,3023,18,geometry
3024,3024,4,george washington
3025,3025,7,giraffes
3026,3026,5,girls
3027,3027,26,globes
3028,3028,17,gloves
3029,3029,11,goats
3030,3030,29,goblets
3031,3031,9,god the father
3032,3032,2,goddess
3033,3033,15,gods
3034,3034,12,gorgons
3035,3035,8,gourds
3036,3036,22,government
3037,3037,8,grapes
3038,3038,3,greek
3039,3039,12,griffins
3040,3040,12,grotesques
3041,3041,26,guitars
3042,3042,17,hair
3043,3043,28,hammers
3044,3044,9,hands
3045,3045,27,harbors
3047,3047,26,harps
3048,3048,8,harvesting
3049,3049,1,hathor
3050,3050,17,hats
3051,3051,10,hawks
3052,3052,9,heads
3053,3053,4,helen
3054,3054,9,hell
3055,3055,17,helmets
3057,3057,0,hercules
3058,3058,0,hermes
3059,3059,12,hieratic
3060,3060,15,hieroglyphs
3061,3061,27,hills
3062,3062,12,hilts
3063,3063,3,hinduism
3065,3065,7,hippos
3066,3066,18,historical figures
3068,3068,9,holy family
3069,3069,26,horns
3070,3070,11,horse riding
3071,3071,11,horses
3072,3072,0,horus
3073,3073,24,hospitals
3074,3074,16,hot air balloons
3075,3075,24,hotels
3076,3076,12,hourglasses
3077,3077,24,houses
3078,3078,18,human figures
3079,3079,11,hunting
3080,3080,7,ibex
3081,3081,16,ice skating
3082,3082,5,illness
3083,3083,26,incense burners
3084,3084,27,indus valley
3085,3085,18,industry
3086,3086,5,infants
3087,3087,24,inns
3088,3088,10,insects
3089,3089,17,insignia
3090,3090,25,interiors
3091,3091,1,iphigenia
3092,3092,4,isaac
3093,3093,0,isis
3094,3094,17,jackets
3095,3095,1,jainism
3096,3096,3,japanese
3097,3097,29,jars
3098,3098,4,jason
3099,3099,4,jesus
3100,3100,23,jewelry
3101,3101,14,jockeys
3102,3102,2,judas
3103,3103,4,judith
3104,3104,29,jugs
3105,3105,0,julius caesar
3106,3106,0,juno
3107,3107,0,jupiter
3108,3108,3,kashmir
3109,3109,29,kettles
3110,3110,18,keys
3111,3111,19,kings
3112,3112,25,kitchens
3113,3113,19,knights
3114,3114,17,knives
3115,3115,1,krishna
3117,3117,28,ladders
3118,3118,29,ladles
3119,3119,27,lakes
3120,3120,11,lambs
3121,3121,6,lamentation
3122,3122,25,lamps
3123,3123,27,landscapes
3124,3124,26,lanterns
3125,3125,9,last judgement
3126,3126,16,last supper
3127,3127,8,leaves
3128,3128,1,leda
3129,3129,9,legs
3130,3130,24,leisure
3131,3131,8,lemons
3132,3132,7,leopards
3133,3133,24,libraries
3134,3134,25,lighting
3135,3135,8,lilies
3136,3136,7,lions
3137,3137,18,literature
3138,3138,15,liturgical objects
3139,3139,10,lizards
3140,3140,10,lobsters
3141,3141,23,lockets
3142,3142,12,lotuses
3143,3143,4,louis xiv
3144,3144,4,louis xvi
3145,3145,9,love
3146,3146,5,lovers
3147,3147,26,lutes
3148,3148,12,lyres
3149,3149,2,madonna
3150,3150,5,madonna and child
3151,3151,12,maenads
3152,3152,14,magicians
3153,3153,1,maitreya
3154,3154,5,male nudes
3155,3155,26,mandolins
3157,3157,18,maps
3158,3158,4,marie antoinette
3159,3159,24,markets
3160,3160,4,marquis de lafayette
3161,3161,2,mars
3162,3162,4,mary magdalene
3163,3163,17,masks
3164,3164,22,massacres
3165,3165,18,mathematics
3166,3166,1,mathura
3167,3167,23,medallions
3168,3168,0,medea
3169,3169,0,medusa
3170,3170,5,men
3171,3171,24,merchants
3172,3172,13,mercury
3173,3173,10,mermaids
3174,3174,11,mice
3175,3175,22,military
3176,3176,0,minerva
3177,3177,25,mirrors
3178,3178,18,money
3179,3179,7,monkeys
3180,3180,19,monks
3181,3181,10,monsters
3182,3182,27,monuments
3183,3183,16,moon
3184,3184,4,moses
3185,3185,24,mosques
3186,3186,5,mothers
3187,3187,27,mountains
3188,3188,15,mummies
3189,3189,12,muses
3190,3190,24,museums
3191,3191,14,music
3192,3192,14,musical instruments
3193,3193,14,musicians
3194,3194,10,mythical creatures
3195,3195,15,mythology
3196,3196,4,napoleon i
3197,3197,4,napoleon iii
3198,3198,6,nativity
3199,3199,17,navy
3200,3200,23,necklaces
3201,3201,0,neptune
3202,3202,2,nero
3203,3203,12,netsuke
3204,3204,16,night
3205,3205,17,nike
3206,3206,4,noah
3207,3207,10,nymphs
3208,3208,12,obelisks
3209,3209,27,oceans
3210,3210,10,octopus
3211,3211,0,odysseus
3212,3212,8,olive trees
3213,3213,14,opera
3214,3214,8,orchids
3215,3215,12,orientalist
3216,3216,23,ornament
3217,3217,0,orpheus
3218,3218,10,owls
3219,3219,11,ox
3220,3220,18,painting
3221,3221,27,palaces
3223,3223,8,palms
3224,3224,7,panthers
3225,3225,27,parks
3226,3226,10,parrots
3227,3227,16,party
3228,3228,19,pastoral
3229,3229,27,pavilions
3230,3230,8,peaches
3231,3231,10,peacocks
3232,3232,8,pears
3233,3233,0,pegasus
3234,3234,10,pelicans
3235,3235,23,pendants
3236,3236,6,pentecost
3237,3237,8,peonies
3238,3238,18,performance
3239,3239,0,persephone
3240,3240,0,perseus
3241,3241,3,persian
3242,3242,10,pheasants
3243,3243,4,phoenix
3244,3244,26,pianos
3245,3245,10,pigeons
3246,3246,11,pigs
3247,3247,8,pinecones
3248,3248,20,pins
3249,3249,28,pipes
3250,3250,29,pitchers
3251,3251,8,plants
3252,3252,9,playing
3253,3253,18,playing cards
3254,3254,0,pluto
3255,3255,17,pocket watches
3256,3256,14,poetry
3257,3257,14,poets
3258,3258,22,police
3259,3259,22,politics
3260,3260,8,pomegranates
3261,3261,27,ponds
3262,3262,19,popes
3263,3263,5,portraits
3264,3264,0,poseidon
3265,3265,19,princes
3266,3266,10,princesses
3267,3267,22,prisoners
3268,3268,24,prisons
3269,3269,19,processions
3270,3270,18,profiles
3271,3271,5,prostitutes
3272,3272,9,psyche
3273,3273,22,punishment
3274,3274,12,putti
3275,3275,15,pyramids
3276,3276,2,queen victoria
3277,3277,5,queens
3279,3279,11,rabbits
3280,3280,24,railway stations
3281,3281,27,railways
3282,3282,16,rain
3283,3283,10,rainbows
3284,3284,7,rams
3285,3285,11,rats
3286,3286,18,reading
3287,3287,12,reliquaries
3288,3288,6,resurrection
3289,3289,23,rings
3290,3290,15,ritual objects
3291,3291,27,rivers
3292,3292,27,roads
3293,3293,17,robes
3294,3294,10,roosters
3295,3295,23,rosaries
3296,3296,8,roses
3297,3297,28,rowing
3298,3298,27,ruins
3299,3299,9,running
3300,3300,9,sadness
3301,3301,28,sailors
3302,3302,4,saint anne
3303,3303,4,saint anthony
3304,3304,4,saint catherine
3305,3305,4,saint christopher
3306,3306,4,saint francis
3307,3307,4,saint george
3308,3308,4,saint jerome
3309,3309,4,saint john the baptist
3310,3310,4,saint john the evangelist
3311,3311,4,saint joseph
3312,3312,4,saint lawrence
3313,3313,4,saint luke
3314,3314,4,saint mark
3315,3315,4,saint matthew
3316,3316,4,saint michael
3317,3317,4,saint paul
3318,3318,4,saint peter
3319,3319,19,saints
3320,3320,15,sarcophagus
3322,3322,14,satire
3323,3323,12,satyrs
3324,3324,29,saucers
3325,3325,18,scales
3326,3326,12,scarabs
3327,3327,17,scarves
3328,3328,24,schools
3329,3329,18,science
3330,3330,10,scorpions
3331,3331,25,screens
3332,3332,15,scrolls
3333,3333,15,sculpture
3334,3334,28,seals
3335,3335,27,seas
3336,3336,27,seascapes
3337,3337,5,self-portraits
3338,3338,10,serpents
3339,3339,19,servants
3340,3340,4,shakespeare
3342,3342,11,sheep
3343,3343,13,shells
3344,3344,11,shepherds
3345,3345,17,shields
3346,3346,28,ships
3347,3347,1,shiva
3348,3348,17,shoes
3350,3350,12,sibyl
3351,3351,1,silenus
3352,3352,14,singers
3353,3353,14,singing
3354,3354,15,skeletons
3355,3355,15,skulls
3356,3356,16,sky
3357,3357,22,slavery
3358,3358,16,sleeping
3359,3359,12,sleighs
3360,3360,5,smoking
3361,3361,10,snails
3362,3362,10,snakes
3363,3363,16,snow
3364,3364,22,soldiers
3365,3365,2,spears
3366,3366,9,spectators
3367,3367,0,sphinx
3368,3368,10,spiders
3369,3369,20,spinning wheel
3370,3370,18,sports
3371,3371,16,spring
3372,3372,10,squirrels
3373,3373,18,stage design
3374,3374,25,stairs
3375,3375,14,stars
3376,3376,9,still life
3377,3377,25,stools
3378,3378,16,storms
3379,3379,8,strawberries
3380,3380,27,streams
3381,3381,9,street scene
3382,3382,24,streets
3383,3383,18,students
3384,3384,15,stupas
3385,3385,9,suffering
3386,3386,16,summer
3387,3387,16,sun
3388,3388,21,sundials
3389,3389,8,sunflowers
3390,3390,10,swans
3391,3391,27,swat valley
3392,3392,17,swords
3393,3393,24,synagogues
3394,3394,6,tabernacles
3395,3395,25,tables
3396,3396,13,tablets
3397,3397,24,taverns
3399,3399,13,tea
3400,3400,13,tea caddy
3401,3401,13,tea drinking
3402,3402,13,tea houses
3403,3403,18,teachers
3404,3404,29,teapots
3405,3405,21,telescopes
3406,3406,15,temples
3407,3407,25,tents
3408,3408,14,theatre
3409,3409,7,tigers
3410,3410,19,tombs
3411,3411,18,tools
3412,3412,18,tools and equipment
3413,3413,27,towers
3414,3414,24,towns
3415,3415,17,toys
3416,3416,28,trains
3417,3417,25,trays
3418,3418,8,trees
3419,3419,0,triton
3420,3420,22,trojan war
3421,3421,23,trophies
3422,3422,26,trumpets
3423,3423,8,tulips
3424,3424,27,tunnels
3425,3425,29,tureens
3426,3426,11,turkeys
3427,3427,10,turtles
3428,3428,25,umbrellas
3429,3429,10,unicorns
3430,3430,29,urns
3431,3431,15,utilitarian objects
3433,3433,29,vases
3434,3434,13,vegetables
3435,3435,0,venus
3436,3436,19,vestments
3437,3437,9,victory
3438,3438,27,villages
3439,3439,8,vines
3440,3440,26,violins
3441,3441,2,virgin mary
3442,3442,1,vishnu
3443,3443,19,visitation
3444,3444,21,volcanoes
3445,3445,21,vulcan
3446,3446,28,wagons
3447,3447,9,walking
3448,3448,24,warehouses
3449,3449,22,wars
3450,3450,13,washing
3451,3451,17,watches
3452,3452,8,water lilies
3453,3453,27,waterfalls
3454,3454,12,watermills
3455,3455,16,waves
3456,3456,22,weapons
3457,3457,18,weights and measures
3458,3458,27,wells
3459,3459,7,whales
3460,3460,16,wind
3461,3461,27,windmills
3462,3462,25,windows
3463,3463,13,wine
3464,3464,16,winter
3465,3465,5,women
3466,3466,18,working
3467,3467,6,worshiping
3468,3468,26,wreaths
3469,3469,18,writing
3470,3470,18,writing implements
3471,3471,7,zebras
3472,3472,0,zeus
3473,3473,3,zodiac
2759,2759,30,avalokiteshvara
2842,2842,30,censers
3011,3011,30,gadrooning
3014,3014,30,gandhara
3015,3015,30,gandharan
3046,3046,30,harpokrates
3056,3056,30,herakles
3064,3064,30,hippocamps
3067,3067,30,holofernes
3116,3116,30,kushan
3156,3156,30,manjushri
3222,3222,30,palmettes
3278,3278,30,qur'an
3321,3321,30,satavahana
3341,3341,30,shakyamuni
3349,3349,30,shunga
3398,3398,30,taweret
3432,3432,30,vajrapani
